nombre_caso,TipoCaso,operacion,token,status,cod_rta,title,mensaje_rta,body_response,consumer_id,document_type,document_number,channel,ip_address,terminal,timestamp,origin,subscriptionType,subscriptionCategory_id,subscriptionCompany_id,subscriptionCustomer_id,subscriptionAdditional_data,subscriptionAmount,subscriptionCurrency,subscriptionInvoice_id,recurrent_payment_type,max_amount,date_from,date_to,email,first_due_date_only,card.number,card.expiration_date,accountType,accountNumber,accountCurrency,stopDebit.type,stopDebit.dueDate,stopDebit.categoryID,stopDebit.companyID,stopDebit.customerID,stopDebit.currency,stopDebit.invoiceID,operacionFixer,idCliente,fiid,idFactura,tipoDoc,nroDoc
"""recurrent_payments  - Origen 1 - Canal E - REC PA35 - Document number value is not valid - campo vacio""",C,recurrent_payments, ,400,PA35, ,Document number value is not valid,""" ""","""GLCA""","""DNI""",""" ""","""E""","""10.10.10.92""","""terminalGL""","""12345678901234""","""1""","""CREATE""","""AGUA""","""AYSA""","""0000000112""",null,null,"""ARS""","""FACTURA91""","""AUTOMATIC""",400,null,null,"""mail@mail.com""",true,null,null,"""11""","""402191770755""","""ARS""",null,null,null,null,null,null,null,null,null,null,null,null,null
"""recurrent_payments  - Origen 1 - Canal E - REC PA35 - Document number value is not valid - Valor incorrecto""",C,recurrent_payments, ,400,PA35, ,Document number value is not valid,""" ""","""GLCA""","""DNI""","""1100000A""","""E""","""10.10.10.92""","""terminalGL""","""12345678901234""","""1""","""CREATE""","""AGUA""","""AYSA""","""0000000112""",null,null,"""ARS""","""FACTURA91""","""AUTOMATIC""",400,null,null,"""mail@mail.com""",true,null,null,"""11""","""402191770755""","""ARS""",null,null,null,null,null,null,null,null,null,null,null,null,null
"""recurrent_payments  - Origen 1 - Canal E - REC PA35 - Document number value is not valid - Longitud de campo invalida""",C,recurrent_payments, ,400,PA35, ,Document number value is not valid,""" ""","""GLCA""","""DNI""","""2025396505421""","""E""","""10.10.10.92""","""terminalGL""","""12345678901234""","""1""","""CREATE""","""AGUA""","""AYSA""","""0000000112""",null,null,"""ARS""","""FACTURA91""","""AUTOMATIC""",400,null,null,"""mail@mail.com""",true,null,null,"""11""","""402191770755""","""ARS""",null,null,null,null,null,null,null,null,null,null,null,null,null
"""recurrent_payments  - Origen 1 - Canal E - REC PA38 - Channel field is required - Campo inexistente""",C,recurrent_payments, ,400,PA38, ,Channel field is required,""" ""","""GLCA""","""DNI""","""23000000""",null,"""10.10.10.92""","""terminalGL""","""12345678901234""","""1""","""CREATE""","""AGUA""","""AYSA""","""0000000112""",null,null,"""ARS""","""FACTURA91""","""AUTOMATIC""",400,null,null,"""mail@mail.com""",true,null,null,"""11""","""402191770755""","""ARS""",null,null,null,null,null,null,null,null,null,null,null,null,null
"""recurrent_payments  - Origen 1 - Canal E - REC PA37 - Channel value is not valid - campo vacio""",C,recurrent_payments, ,400,PA37, ,Channel value is not valid,""" ""","""GLCA""","""DNI""","""23000000""",""" ""","""10.10.10.92""","""terminalGL""","""12345678901234""","""1""","""CREATE""","""AGUA""","""AYSA""","""0000000112""",null,null,"""ARS""","""FACTURA91""","""AUTOMATIC""",400,null,null,"""mail@mail.com""",true,null,null,"""11""","""402191770755""","""ARS""",null,null,null,null,null,null,null,null,null,null,null,null,null
"""recurrent_payments  - Origen 1 - Canal E - REC PA37 - Channel value is not valid -  Valor incorrecto""",C,recurrent_payments, ,400,PA37, ,Channel value is not valid,""" ""","""GLCA""","""DNI""","""23000000""","""%""","""10.10.10.92""","""terminalGL""","""12345678901234""","""1""","""CREATE""","""AGUA""","""AYSA""","""0000000112""",null,null,"""ARS""","""FACTURA91""","""AUTOMATIC""",400,null,null,"""mail@mail.com""",true,null,null,"""11""","""402191770755""","""ARS""",null,null,null,null,null,null,null,null,null,null,null,null,null
"""recurrent_payments  - Origen 1 - Canal E - REC PA37 - Channel value is not valid - Longitud de campo invalida""",C,recurrent_payments, ,400,PA37, ,Channel value is not valid,""" ""","""GLCA""","""DNI""","""23000000""","""LL""","""10.10.10.92""","""terminalGL""","""12345678901234""","""1""","""CREATE""","""AGUA""","""AYSA""","""0000000112""",null,null,"""ARS""","""FACTURA91""","""AUTOMATIC""",400,null,null,"""mail@mail.com""",true,null,null,"""11""","""402191770755""","""ARS""",null,null,null,null,null,null,null,null,null,null,null,null,null
"""recurrent_payments  - Origen 1 - Canal E - REC PA49 -  Origin field is required - Campo inexistente""",C,recurrent_payments, ,400,PA49, ,Origin field is required,""" ""","""GLCA""","""DNI""","""23000000""","""E""","""10.10.10.92""","""terminalGL""","""12345678901234""",null,"""CREATE""","""AGUA""","""AYSA""","""0000000112""",null,null,"""ARS""","""FACTURA91""","""AUTOMATIC""",400,null,null,"""mail@mail.com""",true,null,null,"""11""","""402191770755""","""ARS""",null,null,null,null,null,null,null,null,null,null,null,null,null
"""recurrent_payments  - Origen 1 - Canal E - REC PA48 - Origin is not valid - campo vacio""",C,recurrent_payments, ,400,PA48, ,Origin value is not valid,""" ""","""GLCA""","""DNI""","""23000000""","""E""","""10.10.10.92""","""terminalGL""","""12345678901234""",""" ""","""CREATE""","""AGUA""","""AYSA""","""0000000112""",null,null,"""ARS""","""FACTURA91""","""AUTOMATIC""",400,null,null,"""mail@mail.com""",true,null,null,"""11""","""402191770755""","""ARS""",null,null,null,null,null,null,null,null,null,null,null,null,null
"""recurrent_payments  - Origen 1 - Canal E - REC PA48 - Origin is not valid - Valor incorrecto""",C,recurrent_payments, ,400,PA48, ,Origin value is not valid,""" ""","""GLCA""","""DNI""","""23000000""","""E""","""10.10.10.92""","""terminalGL""","""12345678901234""","""#""","""CREATE""","""AGUA""","""AYSA""","""0000000112""",null,null,"""ARS""","""FACTURA91""","""AUTOMATIC""",400,null,null,"""mail@mail.com""",true,null,null,"""11""","""402191770755""","""ARS""",null,null,null,null,null,null,null,null,null,null,null,null,null
"""recurrent_payments  - Origen 1 - Canal E - REC PA48 - Origin is not valid - Longitud de campo invalida""",C,recurrent_payments, ,400,PA48, ,Origin value is not valid,""" ""","""GLCA""","""DNI""","""23000000""","""E""","""10.10.10.92""","""terminalGL""","""12345678901234""","""11""","""CREATE""","""AGUA""","""AYSA""","""0000000112""",null,null,"""ARS""","""FACTURA91""","""AUTOMATIC""",400,null,null,"""mail@mail.com""",true,null,null,"""11""","""402191770755""","""ARS""",null,null,null,null,null,null,null,null,null,null,null,null,null
"""recurrent_payments  - Origen 1 - Canal E - REC PA40 -  Ip address field is required - Campo inexistente""",C,recurrent_payments, ,400,PA40, ,Ip address field is required,""" ""","""GLCA""","""DNI""","""23000000""","""E""",null,"""terminalGL""","""12345678901234""","""1""","""CREATE""","""AGUA""","""AYSA""","""0000000112""",null,null,"""ARS""","""FACTURA91""","""AUTOMATIC""",400,null,null,"""mail@mail.com""",true,null,null,"""11""","""402191770755""","""ARS""",null,null,null,null,null,null,null,null,null,null,null,null,null
"""recurrent_payments  - Origen 1 - Canal E - REC PA39  -  Ip address value is not valid - campo vacio""",C,recurrent_payments, ,400,PA39, ,Ip address value is not valid,""" ""","""GLCA""","""DNI""","""23000000""","""E""",""" ""","""terminalGL""","""12345678901234""","""1""","""CREATE""","""AGUA""","""AYSA""","""0000000112""",null,null,"""ARS""","""FACTURA91""","""AUTOMATIC""",400,null,null,"""mail@mail.com""",true,null,null,"""11""","""402191770755""","""ARS""",null,null,null,null,null,null,null,null,null,null,null,null,null
"""recurrent_payments  - Origen 1 - Canal E - REC PA39  -  Ip address value is not valid - Valor incorrecto""",C,recurrent_payments, ,400,PA39, ,Ip address value is not valid,""" ""","""GLCA""","""DNI""","""23000000""","""E""","""10.10.1A.92""","""terminalGL""","""12345678901234""","""1""","""CREATE""","""AGUA""","""AYSA""","""0000000112""",null,null,"""ARS""","""FACTURA91""","""AUTOMATIC""",400,null,null,"""mail@mail.com""",true,null,null,"""11""","""402191770755""","""ARS""",null,null,null,null,null,null,null,null,null,null,null,null,null
"""recurrent_payments  - Origen 1 - Canal E - REC PA39  -  Ip address value is not valid - Longitud de campo invalida""",C,recurrent_payments, ,400,PA39, ,Ip address value is not valid,""" ""","""GLCA""","""DNI""","""23000000""","""E""","""192.168.122.2244""","""terminalGL""","""12345678901234""","""1""","""CREATE""","""AGUA""","""AYSA""","""0000000112""",null,null,"""ARS""","""FACTURA91""","""AUTOMATIC""",400,null,null,"""mail@mail.com""",true,null,null,"""11""","""402191770755""","""ARS""",null,null,null,null,null,null,null,null,null,null,null,null,null
"""recurrent_payments  - Origen 1 - Canal E - REC PA47 - Terminal field is required - Campo inexistente""",C,recurrent_payments, ,400,PA47, ,Terminal field is required,""" ""","""GLCA""","""DNI""","""23000000""","""E""","""10.10.10.92""",null,"""12345678901234""","""1""","""CREATE""","""AGUA""","""AYSA""","""0000000112""",null,null,"""ARS""","""FACTURA91""","""AUTOMATIC""",400,null,null,"""mail@mail.com""",true,null,null,"""11""","""402191770755""","""ARS""",null,null,null,null,null,null,null,null,null,null,null,null,null
"""recurrent_payments  - Origen 1 - Canal E - REC PA46  - Terminal is not valid - campo vacio""",C,recurrent_payments, ,400,PA46, ,Terminal value is not valid,""" ""","""GLCA""","""DNI""","""23000000""","""E""","""10.10.10.92""",""" ""","""12345678901234""","""1""","""CREATE""","""AGUA""","""AYSA""","""0000000112""",null,null,"""ARS""","""FACTURA91""","""AUTOMATIC""",400,null,null,"""mail@mail.com""",true,null,null,"""11""","""402191770755""","""ARS""",null,null,null,null,null,null,null,null,null,null,null,null,null
"""recurrent_payments  - Origen 1 - Canal E - REC PA46  - Terminal is not valid - Valor incorrecto""",C,recurrent_payments, ,400,PA46, ,Terminal value is not valid,""" ""","""GLCA""","""DNI""","""23000000""","""E""","""10.10.10.92""","""terminal$#GL""","""12345678901234""","""1""","""CREATE""","""AGUA""","""AYSA""","""0000000112""",null,null,"""ARS""","""FACTURA91""","""AUTOMATIC""",400,null,null,"""mail@mail.com""",true,null,null,"""11""","""402191770755""","""ARS""",null,null,null,null,null,null,null,null,null,null,null,null,null
"""recurrent_payments  - Origen 1 - Canal E - REC PA46  - Terminal is not valid - Longitud de campo invalida""",C,recurrent_payments, ,400,PA46, ,Terminal value is not valid,""" ""","""GLCA""","""DNI""","""23000000""","""E""","""10.10.10.92""","""terminalGLaaaaaaaaaaaa""","""12345678901234""","""1""","""CREATE""","""AGUA""","""AYSA""","""0000000112""",null,null,"""ARS""","""FACTURA91""","""AUTOMATIC""",400,null,null,"""mail@mail.com""",true,null,null,"""11""","""402191770755""","""ARS""",null,null,null,null,null,null,null,null,null,null,null,null,null
"""recurrent_payments  - Origen 1 - Canal E - REC PA51 - Timestamp field is required - Campo inexistente""",C,recurrent_payments, ,400,PA51, ,Timestamp field is required,""" ""","""GLCA""","""DNI""","""23000000""","""E""","""10.10.10.92""","""terminalGL""",null,"""1""","""CREATE""","""AGUA""","""AYSA""","""0000000112""",null,null,"""ARS""","""FACTURA91""","""AUTOMATIC""",400,null,null,"""mail@mail.com""",true,null,null,"""11""","""402191770755""","""ARS""",null,null,null,null,null,null,null,null,null,null,null,null,null
"""recurrent_payments  - Origen 1 - Canal E - REC PA50  - Timestamp is not valid - campo vacio""",C,recurrent_payments, ,400,PA50, ,Timestamp value is not valid,""" ""","""GLCA""","""DNI""","""23000000""","""E""","""10.10.10.92""","""terminalGL""",""" ""","""1""","""CREATE""","""AGUA""","""AYSA""","""0000000112""",null,null,"""ARS""","""FACTURA91""","""AUTOMATIC""",400,null,null,"""mail@mail.com""",true,null,null,"""11""","""402191770755""","""ARS""",null,null,null,null,null,null,null,null,null,null,null,null,null
"""recurrent_payments  - Origen 1 - Canal E - REC PA50  - Timestamp is not valid - Valor incorrecto""",C,recurrent_payments, ,400,PA50, ,Timestamp value is not valid,""" ""","""GLCA""","""DNI""","""23000000""","""E""","""10.10.10.92""","""terminalGL""","""1234567890A234""","""1""","""CREATE""","""AGUA""","""AYSA""","""0000000112""",null,null,"""ARS""","""FACTURA91""","""AUTOMATIC""",400,null,null,"""mail@mail.com""",true,null,null,"""11""","""402191770755""","""ARS""",null,null,null,null,null,null,null,null,null,null,null,null,null
"""recurrent_payments  - Origen 1 - Canal E - REC PA50  - Timestamp is not valid - Longitud de campo invalida""",C,recurrent_payments, ,400,PA50, ,Timestamp value is not valid,""" ""","""GLCA""","""DNI""","""23000000""","""E""","""10.10.10.92""","""terminalGL""","""1234567890123422222222222""","""1""","""CREATE""","""AGUA""","""AYSA""","""0000000112""",null,null,"""ARS""","""FACTURA91""","""AUTOMATIC""",400,null,null,"""mail@mail.com""",true,null,null,"""11""","""402191770755""","""ARS""",null,null,null,null,null,null,null,null,null,null,null,null,null
"""recurrent_payments  - Origen 1 - Canal E - REC PA53 - Subscription type field is required - Campo inexistente""",C,recurrent_payments, ,400,PA53, ,Subscription type field is required,""" ""","""GLCA""","""DNI""","""23000000""","""E""","""10.10.10.92""","""terminalGL""","""12345678901234""","""1""",null,"""AGUA""","""AYSA""","""0000000112""",null,null,"""ARS""","""FACTURA91""","""AUTOMATIC""",400,null,null,"""mail@mail.com""",true,null,null,"""11""","""402191770755""","""ARS""",null,null,null,null,null,null,null,null,null,null,null,null,null
"""recurrent_payments  - Origen 1 - Canal E - REC PA52  - Subscription type value is not valid - campo vacio""",C,recurrent_payments, ,400,PA52, ,Subscription type value is not valid,""" ""","""GLCA""","""DNI""","""23000000""","""E""","""10.10.10.92""","""terminalGL""","""12345678901234""","""1""",""" ""","""AGUA""","""AYSA""","""0000000112""",null,null,"""ARS""","""FACTURA91""","""AUTOMATIC""",400,null,null,"""mail@mail.com""",true,null,null,"""11""","""402191770755""","""ARS""",null,null,null,null,null,null,null,null,null,null,null,null,null
"""recurrent_payments  - Origen 1 - Canal E - REC PA52 - Subscription type value is not valid - Valor incorrecto""",C,recurrent_payments, ,400,PA52, ,Subscription type value is not valid,""" ""","""GLCA""","""DNI""","""23000000""","""E""","""10.10.10.92""","""terminalGL""","""12345678901234""","""1""","""CREAR""","""AGUA""","""AYSA""","""0000000112""",null,null,"""ARS""","""FACTURA91""","""AUTOMATIC""",400,null,null,"""mail@mail.com""",true,null,null,"""11""","""402191770755""","""ARS""",null,null,null,null,null,null,null,null,null,null,null,null,null
"""recurrent_payments  - Origen 1 - Canal E - REC PA52  - Subscription type value is not valid - Longitud de campo invalida""",C,recurrent_payments, ,400,PA52, ,Subscription type value is not valid,""" ""","""GLCA""","""DNI""","""23000000""","""E""","""10.10.10.92""","""terminalGL""","""12345678901234""","""1""","""UPDATEE""","""AGUA""","""AYSA""","""0000000112""",null,null,"""ARS""","""FACTURA91""","""AUTOMATIC""",400,null,null,"""mail@mail.com""",true,null,null,"""11""","""402191770755""","""ARS""",null,null,null,null,null,null,null,null,null,null,null,null,null
"""recurrent_payments  - Origen 1 - Canal E - REC PA55 - Category id field is required - Campo inexistente""",C,recurrent_payments, ,400,PA55, ,Category id field is required,""" ""","""GLCA""","""DNI""","""23000000""","""E""","""10.10.10.92""","""terminalGL""","""12345678901234""","""1""","""CREATE""",null,"""AYSA""","""0000000112""",null,null,"""ARS""","""FACTURA91""","""AUTOMATIC""",400,null,null,"""mail@mail.com""",true,null,null,"""11""","""402191770755""","""ARS""",null,null,null,null,null,null,null,null,null,null,null,null,null
"""recurrent_payments  - Origen 1 - Canal E - REC PA54  - Category id is not valid - campo vacio""",C,recurrent_payments, ,400,PA54, ,Category id value is not valid,""" ""","""GLCA""","""DNI""","""23000000""","""E""","""10.10.10.92""","""terminalGL""","""12345678901234""","""1""","""CREATE""",""" ""","""AYSA""","""0000000112""",null,null,"""ARS""","""FACTURA91""","""AUTOMATIC""",400,null,null,"""mail@mail.com""",true,null,null,"""11""","""402191770755""","""ARS""",null,null,null,null,null,null,null,null,null,null,null,null,null
"""recurrent_payments  - Origen 1 - Canal E - REC PA54  - Category id is not valid - Valor incorrecto""",C,recurrent_payments, ,400,PA54, ,Category id value is not valid,""" ""","""GLCA""","""DNI""","""23000000""","""E""","""10.10.10.92""","""terminalGL""","""12345678901234""","""1""","""CREATE""","""AG#A""","""AYSA""","""0000000112""",null,null,"""ARS""","""FACTURA91""","""AUTOMATIC""",400,null,null,"""mail@mail.com""",true,null,null,"""11""","""402191770755""","""ARS""",null,null,null,null,null,null,null,null,null,null,null,null,null
"""recurrent_payments  - Origen 1 - Canal E - REC PA54  - Category id is not valid - Longitud de campo invalida""",C,recurrent_payments, ,400,PA54, ,Category id value is not valid,""" ""","""GLCA""","""DNI""","""23000000""","""E""","""10.10.10.92""","""terminalGL""","""12345678901234""","""1""","""CREATE""","""AGUAS""","""AYSA""","""0000000112""",null,null,"""ARS""","""FACTURA91""","""AUTOMATIC""",400,null,null,"""mail@mail.com""",true,null,null,"""11""","""402191770755""","""ARS""",null,null,null,null,null,null,null,null,null,null,null,null,null
"""recurrent_payments  - Origen 1 - Canal E - REC PA93 - Company id field is required - Campo inexistente""",C,recurrent_payments, ,400,PA93, ,Company id field is required,""" ""","""GLCA""","""DNI""","""23000000""","""E""","""10.10.10.92""","""terminalGL""","""12345678901234""","""1""","""CREATE""","""AGUA""",null,"""0000000112""",null,null,"""ARS""","""FACTURA91""","""AUTOMATIC""",400,null,null,"""mail@mail.com""",true,null,null,"""11""","""402191770755""","""ARS""",null,null,null,null,null,null,null,null,null,null,null,null,null
"""recurrent_payments  - Origen 1 - Canal E - REC EA38 - Company id is not valid - Valor incorrecto""",C,recurrent_payments, ,400,EA38, ,Company id is not valid,""" ""","""GLCA""","""DNI""","""23000000""","""E""","""10.10.10.92""","""terminalGL""","""12345678901234""","""1""","""CREATE""","""AGUA""","""AYS1""","""0000000112""",null,null,"""ARS""","""FACTURA91""","""AUTOMATIC""",400,null,null,"""mail@mail.com""",true,null,null,"""11""","""402191770755""","""ARS""",null,null,null,null,null,null,null,null,null,null,null,null,null
"""recurrent_payments  - Origen 1 - Canal E - REC PA57 - Operation not allowed - Valor incorrecto""",C,recurrent_payments, ,400,PA57, ,Operation not allowed,""" ""","""GLCA""","""DNI""","""23000000""","""E""","""10.10.10.92""","""terminalGL""","""12345678901234""","""1""","""CREATE""","""ADMC""","""EOSX""","""0000000112""",null,null,"""ARS""","""FACTURA91""","""AUTOMATIC""",400,null,null,"""mail@mail.com""",true,null,null,"""11""","""402191770755""","""ARS""",null,null,null,null,null,null,null,null,null,null,null,null,null
"""recurrent_payments  - Origen 1 - Canal E - REC PA92 - Company id value is not valid - campo vacio""",C,recurrent_payments, ,400,PA92, ,Company id value is not valid,""" ""","""GLCA""","""DNI""","""23000000""","""E""","""10.10.10.92""","""terminalGL""","""12345678901234""","""1""","""CREATE""","""AGUA""",""" ""","""0000000112""",null,null,"""ARS""","""FACTURA91""","""AUTOMATIC""",400,null,null,"""mail@mail.com""",true,null,null,"""11""","""402191770755""","""ARS""",null,null,null,null,null,null,null,null,null,null,null,null,null
"""recurrent_payments  - Origen 1 - Canal E - REC PA92 - Company id value is not valid - Valor incorrecto""",C,recurrent_payments, ,400,PA92, ,Company id value is not valid,""" ""","""GLCA""","""DNI""","""23000000""","""E""","""10.10.10.92""","""terminalGL""","""12345678901234""","""1""","""CREATE""","""AGUA""","""AYS$""","""0000000112""",null,null,"""ARS""","""FACTURA91""","""AUTOMATIC""",400,null,null,"""mail@mail.com""",true,null,null,"""11""","""402191770755""","""ARS""",null,null,null,null,null,null,null,null,null,null,null,null,null
"""recurrent_payments  - Origen 1 - Canal E - REC PA92 - Company id value is not valid - Longitud de campo invalida""",C,recurrent_payments, ,400,PA92, ,Company id value is not valid,""" ""","""GLCA""","""DNI""","""23000000""","""E""","""10.10.10.92""","""terminalGL""","""12345678901234""","""1""","""CREATE""","""AGUA""","""AYSAA""","""0000000112""",null,null,"""ARS""","""FACTURA91""","""AUTOMATIC""",400,null,null,"""mail@mail.com""",true,null,null,"""11""","""402191770755""","""ARS""",null,null,null,null,null,null,null,null,null,null,null,null,null
"""recurrent_payments  - Origen 1 - Canal E - REC PA59 - Customer id field is required - Campo inexistente""",C,recurrent_payments, ,400,PA59, ,Customer id field is required,""" ""","""GLCA""","""DNI""","""23000000""","""E""","""10.10.10.92""","""terminalGL""","""12345678901234""","""1""","""CREATE""","""AGUA""","""AYSA""",null,null,null,"""ARS""","""FACTURA91""","""AUTOMATIC""",400,null,null,"""mail@mail.com""",true,null,null,"""11""","""402191770755""","""ARS""",null,null,null,null,null,null,null,null,null,null,null,null,null
"""recurrent_payments  - Origen 1 - Canal E - REC PA58 - Customer id value is not valid - campo vacio""",C,recurrent_payments, ,400,PA58, ,Customer id value is not valid,""" ""","""GLCA""","""DNI""","""23000000""","""E""","""10.10.10.92""","""terminalGL""","""12345678901234""","""1""","""CREATE""","""AGUA""","""AYSA""",""" """,null,null,"""ARS""","""FACTURA91""","""AUTOMATIC""",400,null,null,"""mail@mail.com""",true,null,null,"""11""","""402191770755""","""ARS""",null,null,null,null,null,null,null,null,null,null,null,null,null
"""recurrent_payments  - Origen 1 - Canal E - REC PA58 - Customer id value is not valid - Valor incorrecto""",C,recurrent_payments, ,400,PA58, ,Customer id value is not valid,""" ""","""GLCA""","""DNI""","""23000000""","""E""","""10.10.10.92""","""terminalGL""","""12345678901234""","""1""","""CREATE""","""AGUA""","""AYSA""","""0000A00112""",null,null,"""ARS""","""FACTURA91""","""AUTOMATIC""",400,null,null,"""mail@mail.com""",true,null,null,"""11""","""402191770755""","""ARS""",null,null,null,null,null,null,null,null,null,null,null,null,null
